"market" "Gold" "Rkfree"
"1968-02-01" 0.00285507540496543 0.0404913613547369 -0.0404913613547369
"1968-03-01" -0.0725067156290258 0.0781985393316036 0.0345211943682331
"1968-04-01" 0.0134510992135342 -0.0313130933984729 0.0236697440859048
"1968-05-01" -0.00833053734476286 -0.0112594088015792 0.065999441777246
"1968-06-01" -0.0101415725672185 -0.0378408774611043 0.0305504441984255
"1968-07-01" 0.0580306572750444 0.0075074136953217 -0.0639487246002737
"1968-08-01" 0.0427282850048674 0.0935325485460006 -0.0642869804495387
"1968-09-01" -0.0206316737407453 -0.0758054400493338 0.0413852161628543
"1968-10-01" 0.0388903564847241 0.028213048675658 -0.00386847677792024
"1968-11-01" -0.0545697077100342 -0.0285523260181797 0.0565122102633422
"1968-12-01" 0.0208284487303774 -0.000381855797458419 0.0271019297777915
"1969-01-01" -0.129798148432362 -0.0712800992832705 0.0902740226244461
"1969-02-01" -0.0181674837500656 -0.00388597777662203 0.00811034453745374
"1969-03-01" -0.0415866762413166 0.0194967696509887 -0.00323624877920836
"1969-04-01" 0.0600402047896176 0.0342051350385679 -0.0296074257899384
"1969-05-01" 0.0321528792602299 0.00646577072372967 -0.0117549632314438
"1969-06-01" -0.0387475797993708 -0.0918635424268393 0.0332256476283204
"1969-07-01" -0.134420585440005 -0.0722175521937636 0.0860577634032975
"1969-08-01" -0.09643323212119 -0.0616416223026448 0.048290289127781
"1969-09-01" 0.0176279220000635 -0.00598867654467439 0.00427655676726024
"1969-10-01" -0.0518391193875334 -0.0407463159810311 0.0197189487889555
"1969-11-01" 0.0771217682993073 -0.0882433864168548 -0.0282904298390965
"1969-12-01" -0.114581680648686 -0.0854399871419258 0.0732877957698321
"1970-01-01" -0.0568509830754085 -0.0642025473920516 0.05448818528407
"1970-02-01" -0.0555865653175567 0.0293023081990751 -0.02557684178965
"1970-03-01" 0.161796417327569 0.120646837486912 -0.116650257802427
"1970-04-01" 0.0842902380095829 0.104213291480359 -0.0802853377851234
"1970-05-01" -0.176629556178764 -0.0756308377489607 0.0759089631853245
"1970-06-01" -0.0466720355641377 -0.0171563101033654 0.00146092063967473
"1970-07-01" -0.0094901105872649 0.0526992857094728 -0.0555281419099505
"1970-08-01" 0.0668504630047861 0.0110050853175836 -0.0124225199985570
"1970-09-01" 0.0513302737130639 0.0289856976248908 -0.00156372197618282
"1970-10-01" 0.127372069469930 0.134283319619922 -0.0865846648005222
"1970-11-01" 0.0197866558227677 0.0175265739344395 -0.0294393554506815
"1970-12-01" 0.179609849368303 0.129277683312021 -0.133280357101678
"1971-01-01" 0.0594482112426895 0.0354679674369895 -0.0182375875497811
"1971-02-01" 0.22754628797815 0.189568811617007 -0.171339140125345
"1971-03-01" 0.209909518912229 0.205717011327830 -0.203912189386322
"1971-04-01" -0.0484345714192349 -0.0730450245637346 0.0827861936192873
"1971-05-01" -0.0222672336901288 -0.00780300471822626 0.0507451990052354
"1971-06-01" -0.157372068129085 -0.145996191451963 0.126999690761308
"1971-07-01" -0.182308224622205 -0.111858412863132 0.178107798404332
"1971-08-01" -0.0447779670290729 -0.00690782345785768 0.00574164256767529
"1971-09-01" 0.184139334570121 0.147565730450576 -0.152244101556677
"1971-10-01" -0.0124639778363920 -0.0145730341939017 0.0110498361865849
"1971-11-01" 0.00189218313860340 0.086813437857568 -0.0658580726815801
"1971-12-01" 0.0163823941631283 -0.00821848164222483 0.0116687438343772
"1972-01-01" 0.218545942560630 0.214381540852402 -0.155311446063221
"1972-02-01" 0.0958209709525586 0.124532636444806 -0.0730661968745872
"1972-03-01" 0.0200131431788289 -0.0165407567162452 0.0115943327809194
"1972-04-01" -0.0870011657130663 -0.0697871578095084 0.088211425135567
"1972-05-01" 0.0385146427127343 0.23226213857661 -0.0458919932566553
"1972-06-01" -0.0286600051350021 0.0181980796361971 0.0563907773548751
"1972-07-01" -0.0980913700829382 -0.0395121203425313 0.0778309846446681
"1972-08-01" 0.0967600377634614 0.0935791246290316 -0.0883297687428879
"1972-09-01" -0.152274808987197 -0.152535559960193 0.180560992958922
"1972-10-01" -0.00555056001820131 -0.0533131774283639 -0.00662985853866949
"1972-11-01" -0.0293181267762883 -0.0705541674761474 0.0518474645319629
"1972-12-01" 0.00986275588408292 -0.00853031480985722 0.0310905870700311
"1973-01-01" -0.0487152555469006 -0.00644572173430547 0.0632621967779663
"1973-02-01" -0.135560558061342 0.0770754295117031 0.0984400728132526
"1973-03-01" -0.0380572576498321 0.0961944090036033 0.00519481687710388
"1973-04-01" -0.117362184505473 -0.110048142233476 0.109497026209607
"1973-05-01" -0.00168416750870604 0.355392796912548 -0.0266682470821613
"1973-06-01" -0.132699535913456 -0.134915016278305 0.102654154060083
"1973-07-01" -0.135207487460870 -0.179132623195523 0.125247534700544
"1973-08-01" -0.0215040119032230 -0.154208833376388 0.0589851550210159
"1973-09-01" -0.0685845185044176 -0.119127572170464 0.0466284931530332
"1973-10-01" 0.252822379119019 0.220585635946972 -0.218031356141875
"1973-11-01" -0.0626047947240029 0.0159557337643137 0.0577877404812353
"1973-12-01" -0.0877012765640708 0.106878347140059 -0.0493250665625014
"1974-01-01" -0.0151919689496318 0.152701271075084 0.0546584125378637
"1974-02-01" 0.00386568662815368 0.269484921016949 -0.0283228642000610
"1974-03-01" -0.0287782262068021 -0.0468179722879243 0.0309789082581777
"1974-04-01" -0.121393702605484 -0.0831141196012486 0.0972374268474918
"1974-05-01" -0.0649842292621003 -0.179994812243117 0.0538771975167349
"1974-06-01" 0.0462903830118955 0.0527227098956202 -0.0807080753136913
"1974-07-01" 0.070318361740632 0.165434834086479 -0.105497868861806
"1974-08-01" -0.175083962700298 -0.128522019223215 0.0867824130504498
"1974-09-01" -0.280241598514317 -0.203196098605836 0.169859678338244
"1974-10-01" 0.234568842223556 0.472781872202114 -0.341159079457151
"1974-11-01" 0.00219357098480089 -0.0506467588617987 0.150942464050163
"1974-12-01" -0.0190050456491990 0.099256579620297 -0.0623130644286132
"1975-01-01" 0.0883733870761763 -0.0316474503730610 -0.0577218621584734
"1975-02-01" 0.300720416773600 0.245132468093096 -0.198097519388122
"1975-03-01" 0.0772481257656155 -0.0331749152535583 -0.0124446050480838
"1975-04-01" -0.0136129418055160 -0.065347914316876 0.00890477834295966
"1975-05-01" 0.0891146814022932 0.0543372812822289 -0.0251359732715422
"1975-06-01" 0.0961206182958831 -0.0109120334509825 -0.0465200156348928
"1975-07-01" -0.112635621939298 -0.100579508636549 0.136859182717197
"1975-08-01" -0.128441078307425 -0.0930396750198432 0.0533675535838705
"1975-09-01" -0.0399040460037920 -0.239760745625677 0.0109633047972697
"1975-10-01" -0.0472743775743041 0.0858831593524751 0.0169888255864699
"1975-11-01" 0.219374030007739 0.149860118328829 -0.159011889349147
"1975-12-01" 0.0324646487171101 -0.00101036026182322 -0.00359712618084962
"1976-01-01" 0.0676727616964294 -0.043581896693369 -0.0651393021709614
"1976-02-01" 0.184115265556848 0.127983855236145 -0.0800427076735364
"1976-03-01" -0.088505100749523 -0.108763808789534 0.0800427076735364
"1976-04-01" 0.0591755351290748 0.0372227104906082 -0.0372227104906082
"1976-05-01" 0.0132958283753506 -0.00688770346560141 -0.0262906952317177
"1976-06-01" -0.139311771804321 -0.135099144399607 0.128652707893287
"1976-07-01" 0.0716056928838193 -0.0455119537470055 -0.0348339526756323
"1976-08-01" 0.0438957199247094 -0.0417107158934396 -0.0477645708670977
"1976-09-01" 0.0123172803877167 0.111626531905380 -0.00392157365318169
"1976-10-01" 0.0109282726133535 0.0744102696167253 -0.00987174847915417
"1976-11-01" 0.0301665723812941 0.0915830225124481 -0.0404913613547369
"1976-12-01" 0.0871058730903429 0.124197079498181 -0.0930400312697857
"1977-01-01" 0.047609063990109 -0.0123082379286916 -0.00454546237167475
"1977-02-01" -0.119283776726257 0.00136882488544310 0.0767079086199052
"1977-03-01" -0.0100298380163681 0.0478619311288422 -0.00847462699097212
"1977-04-01" 0.0201258109763534 0.0245091696676147 -0.0346354966627564
"1977-05-01" -0.0480438923199729 -0.0739896368056017 0.0452176059932934
"1977-06-01" -0.0796849248673419 -0.0597504103671473 0.0592614640367273
"1977-07-01" 0.0361567661962972 0.0126715528945289 -0.00397614837963944
"1977-08-01" -0.0735050762045653 -0.0516187034287308 0.0636666272042774
"1977-09-01" -0.0618759210520226 0.0164189116805711 0.0385015473545758
"1977-10-01" -0.06872300752365 -0.0219004343950382 0.0677931112950474
"1977-11-01" -0.101707371764371 -0.053702474280882 0.0443786871935496
"1977-12-01" 0.0669330111833866 0.0617699531525056 -0.0310228960119938
"1978-01-01" -0.0338016058256023 0.0384976411072071 0.0245712607305053
"1978-02-01" -0.0788874624368663 0.00111930442836194 0.0365409994629793
"1978-03-01" -0.0325007912559918 0.00390176855784685 0.00155884676929108
"1978-04-01" 0.0317432681492051 -0.056142952843167 -0.017282441148748
"1978-05-01" 0.099043977019205 0.0775013758312753 0
"1978-06-01" -0.049729694951651 -0.0518863200591673 0.0464479773104731
"1978-07-01" -0.073646925979961 0.0397439073572488 0.0501580057131059
"1978-08-01" 0.0670476974283096 0.0468234764094995 -0.0101230076314487
"1978-09-01" -0.0830409456586358 -0.0691175872495049 0.112601676914386
"1978-10-01" -0.0426867519181720 0.0679711504064935 0.0357180826020791
"1978-11-01" -0.164656220992987 -0.324158089646333 0.103479047558121
"1978-12-01" -0.00590277693813412 0.157557838148873 0
"1979-01-01" -0.0566925152978652 -0.0287623344742545 0.0613554945774504
"1979-02-01" 0.0499959158452494 0.0903009933675607 -0.0171494020729543
"1979-03-01" -0.047176724821655 -0.0691316571485756 0.0160861377516244
"1979-04-01" 0.0256666122786062 0.0171770281444661 0.0147837961842368
"1979-05-01" 0.0119023863753349 0.116386013946013 -0.00420168685369982
"1979-06-01" -0.0270981278799431 0.0131985030547761 0.0021030501967787
"1979-07-01" 0.0920176739792584 0.129659669077649 -0.0639784539148662
"1979-08-01" -0.00428037306370044 0.0314720839323241 0.0254297837976312
"1979-09-01" -0.0588285447520547 0.139771065543325 0.0897369169706796
"1979-10-01" -0.00252014651944599 -0.052613961848925 0.0128906098310777
"1979-11-01" -0.229178009018538 -0.0890650210047963 0.172420485811243
"1979-12-01" 0.0505440540950572 0.255422726809737 -0.0192555133087438
"1980-01-01" -0.0289968860113965 0.186990568693261 0.0283352290091403
"1980-02-01" 0.0848026864757356 -0.0248074737042678 0
"1980-03-01" -0.232098135037412 -0.46229879861217 0.209076294102774
"1980-04-01" -0.098215260404496 0.0444300885340425 0.00199800266267314
"1980-05-01" 0.403691737133218 0.405321614561867 -0.372095966933546
"1980-06-01" 0.320123441558798 0.470231120534834 -0.271089477358361
"1980-07-01" 0.0193912253600081 -0.079506845380887 0.0175663237178987
"1980-08-01" -0.0256926113679103 -0.0515939732813813 0.0788939424696631
"1980-09-01" -0.105518816164430 -0.0714636453122983 0.126176827784852
"1980-10-01" -0.121462281695670 -0.206773782916541 0.148489876554859
"1980-11-01" -0.125039536900019 -0.154766871540082 0.139951785754941
"1980-12-01" -0.0491958537420265 -0.160627469796030 0.110586018858156
"1981-01-01" -0.00227363384817458 -0.147663197138418 -0.00408719915026978
"1981-02-01" -0.0885944696009027 -0.0520827117022025 0.0169208774883369
"1981-03-01" 0.0652337070253579 0.0752084798903359 -0.0258342035547634
"1981-04-01" 0.194212449389919 0.0980149784904323 -0.160252822992253
"1981-05-01" -0.199126063558638 -0.177806945133364 0.170530405750494
"1981-06-01" -0.0573739083008347 -0.172818467426693 0.0550354317703103
"1981-07-01" 0.0362601718595990 0.0083135017944862 -0.0563996884621245
"1981-08-01" -0.050943382898506 -0.0106636791394399 0.0563996884621245
"1981-09-01" -0.0646626736770206 0.00299517041124853 0.00578965914448437
"1981-10-01" 0.0181755809060355 0.0635750776110466 -0.0676650628625719
"1981-11-01" 0.19718604615651 0.108439299827542 -0.138150338480817
"1981-12-01" 0.205573932789586 0.154783431850722 -0.190391859318090
"1982-01-01" -0.109320301060808 -0.115353209129085 0.0823133550508852
"1982-02-01" -0.224448954179839 -0.248323529444345 0.183199134735313
"1982-03-01" 0.0700866013476347 -0.016201649055394 -0.108777653471584
"1982-04-01" -0.0718580728096008 0.0451639518468276 0.0760852917860424
"1982-05-01" 0.0647755446080911 -0.066480221669182 -0.0384959003648451
"1982-06-01" 0.0140103644540241 0.0348907149922564 -0.0590070140521251
"1982-07-01" -0.0709348822840545 0.0329800116502272 0.0439810294859009
"1982-08-01" 0.295755968027336 0.475645535736542 -0.293275375088292
"1982-09-01" 0.187472110452356 0.0699627228053319 -0.105835462235266
"1982-10-01" 0.166883600512594 0.199936255355544 -0.13590951502949
"1982-11-01" 0.0442704501106492 -0.03102542829106 0.0607046506268496
"1982-12-01" -0.0347307051059866 -0.0312870154796228 0.0584380045455735
"1983-01-01" 0.0417086727110405 0.153266128244457 -0.0444517625708336
"1983-02-01" 0.00299748452905302 -0.230968646938232 0.0298529631496809
"1983-03-01" 0.0787351171536983 0.0399991838902203 -0.0248151691197238
"1983-04-01" -0.0678897700411141 -0.0476100122526417 0.0819735829596726
